Date of Journey,Class of Travel,Quota,From,To,Booking Date,Current Status,Number of Passengers,Age of Passengers,Travel Time,Special Considerations,Confirmation Status
24-01-2036,2AC,Ladies,Surat,Navsari,25-05-2035,Confirmed,5,Adult,9,Defense Quota,Confirmed
27-01-2036,3AC,Premium Tatkal,Bengaluru,Bharuch,28-05-2035,Waitlisted,1,Senior Citizen,20,None,Not Confirmed
05-02-2036,1AC,Tatkal,Howrah,Chennai,06-06-2035,Confirmed,2,Child,2,None,Confirmed
06-02-2036,2AC,Ladies,Howrah,Lucknow,07-06-2035,Waitlisted,2,Adult,42,Defense Quota,Not Confirmed
09-02-2036,1AC,Ladies,Bengaluru,Bhavnagar,10-06-2035,Confirmed,4,Child,35,None,Confirmed
16-02-2036,2AC,Premium Tatkal,Howrah,New Delhi,17-06-2035,Waitlisted,5,Adult,28,None,Not Confirmed
17-02-2036,2AC,General,Bengaluru,Surat,18-06-2035,RAC,2,Child,11,Defense Quota,Confirmed
05-03-2036,1AC,Premium Tatkal,Howrah,Bharuch,05-07-2035,Waitlisted,5,Adult,20,Defense Quota,Not Confirmed
10-03-2036,3AC,General,Mumbai,Surat,10-07-2035,Waitlisted,3,Senior Citizen,19,Senior Citizen,Not Confirmed
15-03-2036,3AC,General,Bengaluru,Ahmedabad,15-07-2035,RAC,3,Child,10,Defense Quota,Confirmed
07-04-2036,3AC,General,Lucknow,Bengaluru,07-08-2035,Confirmed,2,Adult,11,None,Confirmed
11-04-2036,Sleeper,General,Bengaluru,Navsari,11-08-2035,RAC,1,Adult,10,None,Confirmed
19-04-2036,3AC,Ladies,New Delhi,Chennai,19-08-2035,RAC,3,Senior Citizen,22,None,Confirmed
22-04-2036,2AC,General,Bhavnagar,Lucknow,22-08-2035,RAC,5,Senior Citizen,31,Defense Quota,Confirmed
25-04-2036,Sleeper,Tatkal,Bhavnagar,New Delhi,25-08-2035,Confirmed,3,Senior Citizen,9,Senior Citizen,Confirmed
29-04-2036,1AC,General,Howrah,Bharuch,29-08-2035,RAC,4,Child,14,Defense Quota,Confirmed
30-04-2036,3AC,General,Bhavnagar,Bengaluru,30-08-2035,Waitlisted,5,Adult,20,Senior Citizen,Not Confirmed
02-05-2036,3AC,General,Bengaluru,Navsari,01-09-2035,Waitlisted,2,Senior Citizen,31,Defense Quota,Not Confirmed
05-05-2036,2AC,Ladies,Ahmedabad,Navsari,04-09-2035,Waitlisted,2,Senior Citizen,23,Defense Quota,Not Confirmed
06-05-2036,1AC,Tatkal,Surat,Lucknow,05-09-2035,Confirmed,4,Adult,28,Senior Citizen,Confirmed
08-05-2036,2AC,Ladies,Bhavnagar,Navsari,07-09-2035,Confirmed,3,Senior Citizen,4,Defense Quota,Confirmed
11-05-2036,Sleeper,Ladies,Bharuch,Howrah,10-09-2035,RAC,4,Senior Citizen,24,None,Confirmed
12-05-2036,2AC,Ladies,New Delhi,Chennai,11-09-2035,Confirmed,2,Child,2,None,Confirmed
14-05-2036,Sleeper,Premium Tatkal,Bengaluru,Howrah,13-09-2035,RAC,2,Child,31,Senior Citizen,Confirmed
21-05-2036,Sleeper,Ladies,Bharuch,New Delhi,20-09-2035,Waitlisted,3,Senior Citizen,5,None,Not Confirmed
28-05-2036,2AC,Premium Tatkal,Bhavnagar,Bengaluru,27-09-2035,RAC,2,Adult,39,Senior Citizen,Confirmed
31-05-2036,Sleeper,Ladies,Surat,Bharuch,30-09-2035,Waitlisted,2,Senior Citizen,7,Senior Citizen,Not Confirmed
03-06-2036,3AC,General,Bhavnagar,Chennai,03-10-2035,RAC,5,Child,21,None,Confirmed
05-06-2036,3AC,Premium Tatkal,Chennai,Ahmedabad,05-10-2035,Confirmed,1,Child,13,Senior Citizen,Confirmed
06-06-2036,3AC,Ladies,Ahmedabad,Lucknow,06-10-2035,Confirmed,4,Child,14,None,Confirmed
07-06-2036,2AC,General,New Delhi,Howrah,07-10-2035,Confirmed,3,Adult,2,Defense Quota,Confirmed
11-06-2036,1AC,General,Navsari,New Delhi,11-10-2035,RAC,2,Adult,31,None,Confirmed
12-06-2036,2AC,Ladies,Lucknow,Lucknow,12-10-2035,Waitlisted,3,Senior Citizen,10,None,Not Confirmed
15-06-2036,2AC,Tatkal,Ahmedabad,Bharuch,15-10-2035,Waitlisted,4,Child,20,Senior Citizen,Not Confirmed
19-06-2036,2AC,Tatkal,Lucknow,Lucknow,19-10-2035,RAC,1,Adult,11,None,Confirmed
25-06-2036,Sleeper,Premium Tatkal,Bharuch,Surat,25-10-2035,Confirmed,1,Senior Citizen,45,None,Confirmed
02-07-2036,1AC,Tatkal,Navsari,Bengaluru,01-11-2035,Confirmed,4,Adult,43,None,Confirmed
03-07-2036,2AC,Ladies,Howrah,Lucknow,02-11-2035,Waitlisted,5,Senior Citizen,30,None,Not Confirmed
04-07-2036,Sleeper,Tatkal,Mumbai,Navsari,03-11-2035,Confirmed,2,Senior Citizen,45,Defense Quota,Confirmed
06-07-2036,Sleeper,Ladies,Ahmedabad,Mumbai,05-11-2035,Waitlisted,5,Child,16,Senior Citizen,Not Confirmed
15-07-2036,Sleeper,Tatkal,Chennai,Mumbai,14-11-2035,Confirmed,2,Child,45,Senior Citizen,Confirmed
19-07-2036,Sleeper,Ladies,Chennai,Mumbai,18-11-2035,Confirmed,5,Senior Citizen,31,Senior Citizen,Confirmed
20-07-2036,Sleeper,General,Ahmedabad,Navsari,19-11-2035,RAC,5,Child,10,Defense Quota,Confirmed
27-07-2036,1AC,Premium Tatkal,Chennai,Navsari,26-11-2035,Waitlisted,5,Senior Citizen,40,None,Not Confirmed
29-07-2036,3AC,Ladies,Surat,Bengaluru,28-11-2035,Confirmed,1,Child,24,None,Confirmed
06-08-2036,3AC,Ladies,Bengaluru,Mumbai,06-12-2035,Confirmed,1,Child,21,None,Confirmed
14-08-2036,3AC,Premium Tatkal,Ahmedabad,Chennai,14-12-2035,Waitlisted,5,Adult,18,None,Not Confirmed
16-08-2036,2AC,General,Bhavnagar,Chennai,16-12-2035,RAC,1,Adult,33,Defense Quota,Confirmed
17-08-2036,2AC,Ladies,Bharuch,Bengaluru,17-12-2035,Confirmed,1,Senior Citizen,30,None,Confirmed
23-08-2036,Sleeper,General,Bharuch,Navsari,23-12-2035,Confirmed,1,Adult,26,Senior Citizen,Confirmed
26-08-2036,2AC,General,Ahmedabad,Bharuch,26-12-2035,Waitlisted,3,Senior Citizen,17,Senior Citizen,Not Confirmed
07-09-2036,2AC,General,New Delhi,Ahmedabad,07-01-2036,Waitlisted,5,Child,32,Senior Citizen,Not Confirmed
11-09-2036,Sleeper,Ladies,Navsari,Bengaluru,11-01-2036,Waitlisted,2,Senior Citizen,19,Defense Quota,Not Confirmed
12-09-2036,Sleeper,Tatkal,Howrah,Mumbai,12-01-2036,Waitlisted,3,Adult,20,None,Not Confirmed
20-09-2036,Sleeper,Tatkal,Bhavnagar,Howrah,20-01-2036,RAC,4,Child,36,None,Confirmed
24-09-2036,1AC,Ladies,New Delhi,Lucknow,24-01-2036,Confirmed,3,Adult,38,None,Confirmed
28-09-2036,3AC,Tatkal,Chennai,Bharuch,28-01-2036,RAC,2,Adult,47,Defense Quota,Confirmed
01-10-2036,Sleeper,Tatkal,Bhavnagar,Bengaluru,31-01-2036,Confirmed,5,Child,7,Defense Quota,Confirmed
06-10-2036,2AC,Premium Tatkal,Bengaluru,Howrah,05-02-2036,Waitlisted,3,Adult,6,Senior Citizen,Not Confirmed
13-10-2036,1AC,Ladies,Navsari,Howrah,12-02-2036,RAC,3,Child,35,None,Confirmed
15-10-2036,Sleeper,Ladies,Bengaluru,Lucknow,14-02-2036,RAC,3,Senior Citizen,47,Senior Citizen,Confirmed
20-10-2036,2AC,General,Chennai,Navsari,19-02-2036,Waitlisted,5,Senior Citizen,29,None,Not Confirmed
23-10-2036,Sleeper,Tatkal,Surat,Bharuch,22-02-2036,RAC,3,Adult,4,Defense Quota,Confirmed
29-10-2036,2AC,General,Bhavnagar,Surat,28-02-2036,RAC,2,Adult,35,Senior Citizen,Confirmed
31-10-2036,2AC,General,Bhavnagar,Howrah,01-03-2036,RAC,2,Adult,30,Defense Quota,Confirmed
01-11-2036,1AC,Premium Tatkal,Howrah,Howrah,02-03-2036,Waitlisted,3,Senior Citizen,14,Senior Citizen,Not Confirmed
07-11-2036,3AC,General,Ahmedabad,Bhavnagar,08-03-2036,RAC,1,Adult,25,None,Confirmed
08-11-2036,Sleeper,Tatkal,Surat,New Delhi,09-03-2036,RAC,2,Adult,23,Defense Quota,Confirmed
12-11-2036,1AC,General,Chennai,Chennai,13-03-2036,RAC,3,Senior Citizen,19,Senior Citizen,Confirmed
19-11-2036,Sleeper,Premium Tatkal,Chennai,Chennai,20-03-2036,Waitlisted,5,Adult,20,Defense Quota,Not Confirmed
22-11-2036,2AC,Ladies,New Delhi,Bengaluru,23-03-2036,Waitlisted,2,Adult,8,Defense Quota,Not Confirmed
30-11-2036,1AC,Premium Tatkal,Ahmedabad,Bharuch,31-03-2036,Confirmed,1,Adult,29,None,Confirmed
04-12-2036,3AC,Tatkal,Mumbai,Howrah,04-04-2036,RAC,4,Adult,7,None,Confirmed
10-12-2036,1AC,Tatkal,Navsari,Howrah,10-04-2036,Waitlisted,2,Child,14,Defense Quota,Not Confirmed
11-12-2036,Sleeper,Premium Tatkal,Navsari,New Delhi,11-04-2036,Confirmed,5,Senior Citizen,24,None,Confirmed
13-12-2036,2AC,Tatkal,New Delhi,Navsari,13-04-2036,RAC,4,Child,5,Defense Quota,Confirmed
14-12-2036,Sleeper,Tatkal,Mumbai,Bharuch,14-04-2036,RAC,2,Child,40,None,Confirmed
22-12-2036,Sleeper,Tatkal,Surat,Bharuch,22-04-2036,Waitlisted,1,Adult,5,Defense Quota,Not Confirmed
01-01-2037,3AC,Premium Tatkal,Mumbai,Chennai,02-05-2036,Confirmed,5,Child,42,Senior Citizen,Confirmed
09-01-2037,Sleeper,Tatkal,Bengaluru,Howrah,10-05-2036,Confirmed,5,Senior Citizen,27,Senior Citizen,Confirmed
14-01-2037,2AC,General,Howrah,Lucknow,15-05-2036,Waitlisted,5,Child,24,Defense Quota,Not Confirmed
23-01-2037,1AC,Ladies,Surat,Howrah,24-05-2036,Waitlisted,5,Adult,19,Defense Quota,Not Confirmed
05-02-2037,1AC,Tatkal,Chennai,Bhavnagar,06-06-2036,Confirmed,5,Child,3,Defense Quota,Confirmed
07-02-2037,Sleeper,Ladies,Chennai,Chennai,08-06-2036,RAC,4,Senior Citizen,13,Defense Quota,Confirmed
09-02-2037,Sleeper,Ladies,Surat,Lucknow,10-06-2036,Waitlisted,3,Child,13,Defense Quota,Not Confirmed
13-02-2037,2AC,Premium Tatkal,Howrah,Howrah,14-06-2036,Confirmed,3,Senior Citizen,22,Senior Citizen,Confirmed
15-02-2037,Sleeper,Tatkal,Navsari,Bharuch,16-06-2036,Waitlisted,2,Adult,44,Defense Quota,Not Confirmed
19-02-2037,1AC,Tatkal,Bhavnagar,Navsari,20-06-2036,Confirmed,4,Child,24,Defense Quota,Confirmed
23-02-2037,1AC,Ladies,Bharuch,Mumbai,24-06-2036,Confirmed,5,Senior Citizen,36,None,Confirmed
25-02-2037,2AC,Tatkal,Lucknow,Howrah,26-06-2036,Waitlisted,5,Adult,47,None,Not Confirmed
28-02-2037,1AC,Premium Tatkal,Bhavnagar,Bharuch,29-06-2036,Waitlisted,2,Adult,36,None,Not Confirmed
04-03-2037,2AC,Premium Tatkal,Lucknow,Bharuch,03-07-2036,Waitlisted,5,Child,24,Senior Citizen,Not Confirmed
05-03-2037,1AC,Ladies,Ahmedabad,Howrah,04-07-2036,Waitlisted,5,Adult,42,Senior Citizen,Not Confirmed
26-03-2037,1AC,General,Ahmedabad,Howrah,25-07-2036,Confirmed,2,Adult,36,Defense Quota,Confirmed
28-03-2037,Sleeper,Premium Tatkal,Surat,Bengaluru,27-07-2036,RAC,1,Senior Citizen,46,None,Confirmed
01-04-2037,3AC,Premium Tatkal,Surat,Lucknow,31-07-2036,Waitlisted,2,Child,38,None,Not Confirmed
03-04-2037,2AC,Tatkal,Bengaluru,Ahmedabad,02-08-2036,Waitlisted,2,Child,6,Defense Quota,Not Confirmed
09-04-2037,Sleeper,Tatkal,Bhavnagar,Bhavnagar,08-08-2036,RAC,1,Senior Citizen,47,Senior Citizen,Confirmed
21-04-2037,2AC,Ladies,Navsari,Bengaluru,20-08-2036,RAC,3,Senior Citizen,4,Defense Quota,Confirmed
27-04-2037,1AC,Ladies,Surat,Mumbai,26-08-2036,Confirmed,4,Adult,35,Senior Citizen,Confirmed
30-04-2037,3AC,General,Surat,Surat,29-08-2036,Confirmed,4,Child,26,Senior Citizen,Confirmed
05-05-2037,2AC,Tatkal,Navsari,Bharuch,03-09-2036,Confirmed,1,Senior Citizen,4,None,Confirmed
10-05-2037,2AC,General,Chennai,Chennai,08-09-2036,Waitlisted,3,Senior Citizen,30,Defense Quota,Not Confirmed
17-05-2037,2AC,Ladies,Surat,New Delhi,15-09-2036,RAC,5,Senior Citizen,43,None,Confirmed
20-05-2037,3AC,Tatkal,New Delhi,Ahmedabad,18-09-2036,Waitlisted,1,Senior Citizen,18,None,Not Confirmed
22-05-2037,Sleeper,Tatkal,Navsari,Bhavnagar,20-09-2036,Waitlisted,5,Adult,31,Defense Quota,Not Confirmed
27-05-2037,1AC,General,Ahmedabad,Ahmedabad,25-09-2036,RAC,1,Child,43,Defense Quota,Confirmed
28-05-2037,Sleeper,General,Bharuch,Bharuch,26-09-2036,Confirmed,4,Senior Citizen,7,Defense Quota,Confirmed
31-05-2037,Sleeper,Tatkal,Ahmedabad,Navsari,29-09-2036,Confirmed,2,Adult,41,None,Confirmed
02-06-2037,Sleeper,General,Bharuch,New Delhi,01-10-2036,RAC,4,Adult,33,None,Confirmed
05-06-2037,Sleeper,Tatkal,Bengaluru,Howrah,04-10-2036,Confirmed,3,Senior Citizen,20,Defense Quota,Confirmed
07-06-2037,Sleeper,General,New Delhi,New Delhi,06-10-2036,RAC,5,Adult,27,Defense Quota,Confirmed
15-06-2037,1AC,Premium Tatkal,Bhavnagar,Bhavnagar,14-10-2036,Confirmed,4,Senior Citizen,16,None,Confirmed
24-06-2037,3AC,General,Ahmedabad,New Delhi,23-10-2036,Waitlisted,3,Child,46,Senior Citizen,Not Confirmed
29-06-2037,1AC,General,Lucknow,Mumbai,28-10-2036,Confirmed,1,Adult,30,Defense Quota,Confirmed
09-07-2037,Sleeper,General,Surat,Ahmedabad,07-11-2036,Confirmed,3,Senior Citizen,36,None,Confirmed
11-07-2037,2AC,Tatkal,Bharuch,Lucknow,09-11-2036,RAC,3,Senior Citizen,30,None,Confirmed
13-07-2037,2AC,Ladies,Mumbai,Mumbai,11-11-2036,Confirmed,2,Senior Citizen,5,Senior Citizen,Confirmed
15-07-2037,1AC,Ladies,Lucknow,New Delhi,13-11-2036,Waitlisted,3,Senior Citizen,39,Senior Citizen,Not Confirmed
16-07-2037,2AC,Ladies,Bhavnagar,Ahmedabad,14-11-2036,Confirmed,2,Child,21,Senior Citizen,Confirmed
29-07-2037,3AC,Premium Tatkal,Lucknow,Ahmedabad,27-11-2036,RAC,4,Child,30,Senior Citizen,Confirmed
01-08-2037,Sleeper,General,Howrah,Chennai,30-11-2036,Waitlisted,3,Child,8,None,Not Confirmed
04-08-2037,3AC,Premium Tatkal,Bhavnagar,Bhavnagar,03-12-2036,Confirmed,4,Child,14,Senior Citizen,Confirmed
05-08-2037,Sleeper,Tatkal,Chennai,Lucknow,04-12-2036,RAC,5,Child,23,Senior Citizen,Confirmed
11-08-2037,1AC,Premium Tatkal,Bhavnagar,Howrah,10-12-2036,RAC,1,Child,28,Senior Citizen,Confirmed
12-08-2037,3AC,Premium Tatkal,Bengaluru,Bengaluru,11-12-2036,Confirmed,1,Senior Citizen,12,None,Confirmed
17-08-2037,2AC,Ladies,Bhavnagar,Bharuch,16-12-2036,Confirmed,4,Child,7,None,Confirmed
18-08-2037,Sleeper,Tatkal,Ahmedabad,Ahmedabad,17-12-2036,Confirmed,2,Child,6,Defense Quota,Confirmed
30-08-2037,1AC,General,Bharuch,Mumbai,29-12-2036,RAC,2,Adult,43,Defense Quota,Confirmed
03-09-2037,2AC,Tatkal,Bharuch,Bengaluru,02-01-2037,RAC,3,Adult,35,Defense Quota,Confirmed
08-09-2037,1AC,Ladies,Howrah,Howrah,07-01-2037,Confirmed,3,Adult,33,Defense Quota,Confirmed
10-09-2037,2AC,Tatkal,Navsari,Mumbai,09-01-2037,Waitlisted,3,Senior Citizen,9,None,Not Confirmed
12-09-2037,1AC,Ladies,Surat,Mumbai,11-01-2037,RAC,4,Adult,26,Defense Quota,Confirmed
13-09-2037,1AC,Premium Tatkal,Bengaluru,Lucknow,12-01-2037,Confirmed,1,Child,37,Defense Quota,Confirmed
01-10-2037,Sleeper,Ladies,New Delhi,Mumbai,30-01-2037,Waitlisted,5,Senior Citizen,26,None,Not Confirmed
02-10-2037,2AC,Ladies,Ahmedabad,Bengaluru,31-01-2037,RAC,4,Adult,39,None,Confirmed
12-10-2037,1AC,Tatkal,Howrah,Lucknow,10-02-2037,Confirmed,4,Adult,7,None,Confirmed
13-10-2037,3AC,Ladies,Surat,Ahmedabad,11-02-2037,Confirmed,5,Child,10,None,Confirmed
14-10-2037,Sleeper,Tatkal,New Delhi,Lucknow,12-02-2037,Confirmed,4,Adult,27,Senior Citizen,Confirmed
24-10-2037,2AC,Ladies,Ahmedabad,Ahmedabad,22-02-2037,Waitlisted,1,Child,24,None,Not Confirmed
26-10-2037,3AC,Premium Tatkal,Ahmedabad,Chennai,24-02-2037,RAC,3,Child,35,None,Confirmed
31-10-2037,3AC,General,New Delhi,Bharuch,01-03-2037,Confirmed,4,Child,33,Senior Citizen,Confirmed
02-11-2037,1AC,General,Ahmedabad,Mumbai,03-03-2037,Waitlisted,4,Senior Citizen,41,Senior Citizen,Not Confirmed
04-11-2037,2AC,Tatkal,Ahmedabad,Bhavnagar,05-03-2037,Confirmed,2,Child,13,Senior Citizen,Confirmed
05-11-2037,1AC,Tatkal,Lucknow,Howrah,06-03-2037,Waitlisted,4,Senior Citizen,3,None,Not Confirmed
13-11-2037,2AC,General,Chennai,New Delhi,14-03-2037,RAC,3,Adult,15,None,Confirmed
17-11-2037,Sleeper,Premium Tatkal,Bhavnagar,Bharuch,18-03-2037,Confirmed,2,Child,18,Defense Quota,Confirmed
23-11-2037,1AC,General,Mumbai,Ahmedabad,24-03-2037,Confirmed,5,Senior Citizen,40,Senior Citizen,Confirmed
05-12-2037,Sleeper,Tatkal,Ahmedabad,Howrah,05-04-2037,Confirmed,5,Child,36,None,Confirmed
13-12-2037,2AC,Tatkal,Chennai,Bharuch,13-04-2037,RAC,1,Senior Citizen,36,None,Confirmed
15-12-2037,Sleeper,Ladies,Surat,Lucknow,15-04-2037,Waitlisted,1,Senior Citizen,41,None,Not Confirmed
18-12-2037,3AC,General,Howrah,Bharuch,18-04-2037,RAC,3,Senior Citizen,17,None,Confirmed
21-12-2037,3AC,Premium Tatkal,Bharuch,Chennai,21-04-2037,Confirmed,5,Child,16,Senior Citizen,Confirmed
22-12-2037,3AC,Ladies,Surat,Howrah,22-04-2037,Waitlisted,2,Adult,20,Defense Quota,Not Confirmed
23-12-2037,2AC,Ladies,Bhavnagar,Mumbai,23-04-2037,RAC,1,Child,16,Senior Citizen,Confirmed
31-12-2037,1AC,Tatkal,Navsari,Bengaluru,01-05-2037,RAC,3,Adult,9,Senior Citizen,Confirmed
01-01-2038,2AC,Tatkal,Surat,New Delhi,02-05-2037,Confirmed,5,Senior Citizen,19,Defense Quota,Confirmed
05-01-2038,Sleeper,Tatkal,Bengaluru,Ahmedabad,06-05-2037,Confirmed,1,Adult,41,None,Confirmed
06-01-2038,2AC,General,Howrah,Mumbai,07-05-2037,Confirmed,3,Child,11,Senior Citizen,Confirmed
10-01-2038,3AC,General,Bhavnagar,Bengaluru,11-05-2037,Confirmed,2,Adult,5,Defense Quota,Confirmed
12-01-2038,2AC,General,Mumbai,New Delhi,13-05-2037,Confirmed,1,Child,11,Senior Citizen,Confirmed
15-01-2038,2AC,General,Navsari,Bharuch,16-05-2037,Confirmed,3,Child,16,Defense Quota,Confirmed
22-01-2038,2AC,Premium Tatkal,Surat,Bharuch,23-05-2037,Confirmed,5,Adult,17,Senior Citizen,Confirmed
30-01-2038,1AC,Ladies,Chennai,Chennai,31-05-2037,Waitlisted,5,Adult,7,None,Not Confirmed
31-01-2038,1AC,Tatkal,New Delhi,Navsari,01-06-2037,Confirmed,1,Senior Citizen,35,Senior Citizen,Confirmed
04-02-2038,Sleeper,Ladies,Surat,Howrah,05-06-2037,Confirmed,1,Senior Citizen,7,None,Confirmed
05-02-2038,1AC,Premium Tatkal,Mumbai,Howrah,06-06-2037,Confirmed,5,Child,12,None,Confirmed
08-02-2038,3AC,Tatkal,Ahmedabad,Bhavnagar,09-06-2037,RAC,1,Adult,44,None,Confirmed
11-02-2038,1AC,Tatkal,Navsari,Ahmedabad,12-06-2037,Waitlisted,4,Senior Citizen,13,None,Not Confirmed
15-02-2038,1AC,Premium Tatkal,Bengaluru,Ahmedabad,16-06-2037,RAC,1,Adult,16,Senior Citizen,Confirmed
16-02-2038,Sleeper,Premium Tatkal,Mumbai,Navsari,17-06-2037,RAC,2,Adult,10,None,Confirmed
17-02-2038,2AC,Ladies,Mumbai,Bhavnagar,18-06-2037,RAC,4,Adult,8,Senior Citizen,Confirmed
22-02-2038,3AC,Tatkal,Bengaluru,Navsari,23-06-2037,Waitlisted,5,Senior Citizen,12,Defense Quota,Not Confirmed
26-02-2038,3AC,Premium Tatkal,Howrah,Bengaluru,27-06-2037,Waitlisted,2,Child,3,None,Not Confirmed
02-03-2038,1AC,Tatkal,Lucknow,Lucknow,01-07-2037,Confirmed,5,Senior Citizen,32,Senior Citizen,Confirmed
03-03-2038,2AC,Tatkal,Ahmedabad,Ahmedabad,02-07-2037,Confirmed,2,Senior Citizen,21,None,Confirmed
06-03-2038,Sleeper,Ladies,Ahmedabad,Surat,05-07-2037,RAC,1,Adult,44,None,Confirmed
13-03-2038,2AC,General,Lucknow,Surat,12-07-2037,RAC,4,Child,2,Defense Quota,Confirmed
14-03-2038,1AC,Tatkal,New Delhi,New Delhi,13-07-2037,Confirmed,3,Adult,38,Defense Quota,Confirmed
23-03-2038,3AC,Ladies,Bengaluru,Mumbai,22-07-2037,RAC,2,Senior Citizen,2,Senior Citizen,Confirmed
25-03-2038,2AC,Ladies,Lucknow,Lucknow,24-07-2037,RAC,5,Adult,20,None,Confirmed
30-03-2038,1AC,Tatkal,Ahmedabad,Howrah,29-07-2037,RAC,1,Child,38,Senior Citizen,Confirmed
01-04-2038,Sleeper,General,Bharuch,Howrah,31-07-2037,Confirmed,3,Senior Citizen,22,Defense Quota,Confirmed
03-04-2038,1AC,Ladies,Howrah,Ahmedabad,02-08-2037,Waitlisted,2,Child,38,Defense Quota,Not Confirmed
04-04-2038,Sleeper,Tatkal,Surat,Bhavnagar,03-08-2037,Waitlisted,2,Senior Citizen,34,None,Not Confirmed
13-04-2038,2AC,General,Howrah,Bhavnagar,12-08-2037,Confirmed,1,Senior Citizen,26,Senior Citizen,Confirmed
16-04-2038,1AC,Premium Tatkal,Bengaluru,Navsari,15-08-2037,RAC,1,Senior Citizen,40,Defense Quota,Confirmed
17-04-2038,3AC,Tatkal,Bengaluru,New Delhi,16-08-2037,Waitlisted,5,Child,19,Defense Quota,Not Confirmed
20-04-2038,Sleeper,General,Bengaluru,Lucknow,19-08-2037,Waitlisted,5,Child,25,Defense Quota,Not Confirmed
22-04-2038,1AC,Premium Tatkal,Chennai,Surat,21-08-2037,RAC,2,Adult,47,Senior Citizen,Confirmed
23-04-2038,1AC,General,Bengaluru,Surat,22-08-2037,RAC,2,Child,36,Defense Quota,Confirmed
28-04-2038,Sleeper,Premium Tatkal,Surat,New Delhi,27-08-2037,Waitlisted,4,Senior Citizen,36,None,Not Confirmed
09-05-2038,2AC,Tatkal,New Delhi,New Delhi,07-09-2037,Confirmed,4,Child,10,Senior Citizen,Confirmed
11-05-2038,Sleeper,General,Surat,Howrah,09-09-2037,RAC,1,Child,24,Defense Quota,Confirmed
19-05-2038,1AC,Tatkal,New Delhi,Bhavnagar,17-09-2037,RAC,4,Senior Citizen,47,Defense Quota,Confirmed
24-05-2038,Sleeper,General,New Delhi,Mumbai,22-09-2037,Waitlisted,1,Adult,20,Defense Quota,Not Confirmed
04-06-2038,3AC,Ladies,Bharuch,Howrah,03-10-2037,RAC,1,Senior Citizen,41,None,Confirmed
06-06-2038,Sleeper,Tatkal,Howrah,Mumbai,05-10-2037,Confirmed,3,Adult,15,None,Confirmed
07-06-2038,3AC,Tatkal,New Delhi,Surat,06-10-2037,Confirmed,3,Senior Citizen,5,Defense Quota,Confirmed
08-06-2038,Sleeper,Premium Tatkal,Surat,Mumbai,07-10-2037,Waitlisted,5,Child,2,Defense Quota,Not Confirmed
14-06-2038,2AC,Tatkal,Mumbai,Surat,13-10-2037,Confirmed,2,Adult,10,Defense Quota,Confirmed
23-06-2038,2AC,Premium Tatkal,Lucknow,Chennai,22-10-2037,Waitlisted,1,Senior Citizen,18,None,Not Confirmed
30-06-2038,3AC,Ladies,Bengaluru,Lucknow,29-10-2037,Confirmed,3,Child,23,None,Confirmed
01-07-2038,Sleeper,Premium Tatkal,Ahmedabad,Chennai,30-10-2037,Confirmed,5,Adult,2,Defense Quota,Confirmed
15-07-2038,1AC,Tatkal,Surat,Chennai,13-11-2037,Confirmed,4,Child,40,Senior Citizen,Confirmed
20-07-2038,1AC,General,Navsari,Surat,18-11-2037,Confirmed,1,Child,26,None,Confirmed
21-07-2038,1AC,General,Ahmedabad,Lucknow,19-11-2037,Confirmed,1,Child,37,Senior Citizen,Confirmed
22-07-2038,2AC,Ladies,Chennai,Howrah,20-11-2037,Waitlisted,5,Adult,9,Senior Citizen,Not Confirmed
30-07-2038,3AC,Ladies,Bengaluru,Ahmedabad,28-11-2037,Waitlisted,4,Senior Citizen,25,Senior Citizen,Not Confirmed
31-07-2038,3AC,General,Lucknow,Mumbai,29-11-2037,Confirmed,3,Child,31,None,Confirmed
01-08-2038,1AC,Ladies,Navsari,Navsari,30-11-2037,Waitlisted,2,Adult,16,Senior Citizen,Not Confirmed
06-08-2038,2AC,Ladies,Bhavnagar,New Delhi,05-12-2037,Confirmed,3,Senior Citizen,45,Senior Citizen,Confirmed
16-08-2038,2AC,Ladies,Howrah,Lucknow,15-12-2037,Confirmed,3,Child,47,Defense Quota,Confirmed
19-08-2038,Sleeper,Premium Tatkal,Mumbai,New Delhi,18-12-2037,RAC,2,Child,5,None,Confirmed
03-09-2038,2AC,Ladies,Bharuch,Navsari,02-01-2038,RAC,2,Senior Citizen,27,None,Confirmed
05-09-2038,2AC,Premium Tatkal,Mumbai,Bengaluru,04-01-2038,Waitlisted,3,Senior Citizen,4,Senior Citizen,Not Confirmed
10-09-2038,3AC,Ladies,Mumbai,Ahmedabad,09-01-2038,Waitlisted,2,Child,32,Defense Quota,Not Confirmed
12-09-2038,3AC,General,Bharuch,Bhavnagar,11-01-2038,Confirmed,4,Child,36,Senior Citizen,Confirmed
15-09-2038,1AC,Premium Tatkal,Mumbai,Bharuch,14-01-2038,Confirmed,1,Child,8,Senior Citizen,Confirmed
20-09-2038,1AC,Ladies,New Delhi,Ahmedabad,19-01-2038,Confirmed,3,Senior Citizen,8,Senior Citizen,Confirmed
22-09-2038,2AC,Premium Tatkal,Howrah,Chennai,21-01-2038,Waitlisted,5,Child,27,None,Not Confirmed
23-09-2038,2AC,Premium Tatkal,Bhavnagar,Surat,22-01-2038,RAC,4,Adult,45,Senior Citizen,Confirmed
